GP_Name,GP_Address,GP_LocationText,GP_LocationLink
Bridge Surgery,"The Square, Sixmilebridge, Clare, V95  W8yw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 W8yw
Bridgetown Health Centre,"Main Street, Bridgetown, Wexford, Y35  P2pd",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Uetqrnugtm2jzwgj9
Broadford Surgery,"Main Street, Broadford, Limerick, P56  E062",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Hidfcn7qk8gpknbm9
Broad Lane Family Practice,"72 Great William O'brien Street, Blackpool, Cork, T23  Edx9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Edx9
Brookhaven Medical Centre,"Blackcourt Road, Blanchardstown, Dublin, D15  T9nh",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Knzxkvgn7xzuuywn6
Brooklands Medical Practice,"5 Main Street, Castleisland, Kerry, V92  Wpe0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Wpe0
Brooklane Medical Centre,"Millbrook, New Road, Bandon, Cork, P72  Yh72",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P72 Yh72
Brú Medical Clinic,"Wellington Quay, Drogheda, Louth, A92  E0yx",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 E0yx
Bryanstown Medical Centre,"Bryanstown, Dublin Road, Drogheda, Louth, A92  Hht2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Hht2
"Buggle, Mccabe And O'connell","Sheltonville, 15 Ferrybank, Arklow, Wicklow, Y14  K300",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y14 K300
Buglers Medical Practice,"Ard Na Greine, Ennis, Clare, V95  Yn9v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Yn9v
Buncrana Medical Centre,"Maginn Avenue, Buncrana, Donegal, F93  Ka02",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F93 Ka02
Burren Medical Centre,"Market Street, Corofin, Clare, V95  Faw9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Faw9
Burtonport Health Centre,"Ailt An Chorrain, Burtonport, Donegal, F94  Ap0k",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Utptqt6dxdxzoort6
Cabra Medical Centre,"109 Cabra Road, Cabra East, Dublin, D07  Xh5v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Xh5v
Caherconlish Health Centre,"Templemichael, Caherconlish, Limerick, V94  Ty72",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Xf4ftk5jgqkb1daf8
Cahernane Medical Centre,"42 Cahernane Meadows, Killarney, Kerry, V93  P6de",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 P6de
Cahill O'donnell Practice,"Blackrock Hall Primary Care Centre, Blackrock Avenue, Blackrock, Cork, T12  X3fv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X3fv
Cahir Road Medical Centre,"Cahir Road, Cashel, Tipperary, E25  N289",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E25 N289
Calderwood Family Clinic,"28 Sion Hill Road, Drumcondra, Dublin, D09  Px99",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 Px99
Callan Medical Centre,"Friary Walk Retail Park, Clashacollare, Callan, Kilkenny, R95  N8xk",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Xnzxh4qrhpqlcvhaa
Camden Medical,"The Meath Primary Care Centre, Heytesbury Street, Portobello, Dublin, D08  Hx97",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Hx97
Camp Street Surgery,"Lower Camp Street, Oughterard, Galway, H91  R2xf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 R2xf
Cannon Street Surgery,"Cannon Street, Kells, Meath, A82  F8w9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A82 F8w9
Cantillon/Gaughran Surgery,"Main Street, Carrigaline, Cork, P43  Ev77",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 Ev77
Capel Street Medical Centre,"138 Capel Street, Dublin, D01  C4e9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D01 C4e9
Cappawhite Health Centre,"Main Street Upper, Cappawhite, Tipperary, E34  F822",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E34 F822
Cara Medical Centre,"Gortboy, Newcastle West, Limerick, V42  Xy38",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V42 Xy38
Carepoint Medical Centre,"4 Mulvoy Park, Galway City, Galway, H91  En26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 En26
Carewell Medical Centre,"67 Oaklawns, Mullingar, Westmeath, N91  Xh63",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Xh63
Carlingford Medical Centre,"Trinity Close, Carlingford, Louth, A91  Pex2",Location And Directions - Google Maps,Https://Maps.app.goo.gl/2veeckhc2tgmm918a
Carna Health Centre,"Letterdeskert, Carna, Galway, H91  Tny0",Location And Directions - Google Maps,Https://Maps.app.goo.gl/T8sauejrikqxyyhi9
Carndonagh Health Centre,"Allyloskey Road, Carndonagh, Donegal, F93  Rd74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F93 Rd74
Carraig Medical Centre,"5 Gas Terrace, Tralee, Kerry, V92  F5hf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 F5hf
Carraig Mervue Family Practice,"College Road, Carrignavar, Cork, T34  Rx79",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T34 Rx79
Carraroe Health Centre,"Carraroe, Barraderry, Galway, H91  X6v9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 X6v9
Carrick Family Practice,"Mary Immaculate Centre, Summerhill, Carrick-On-Shannon, Leitrim, N41  Nx21",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N41 Nx21
Carrick House Family Practice,"47 O'neill Street, Carrickmacross, Monaghan, A81  X208",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A81 X208
Carrick Medical Centre,"Townparks, Carrick-On-Shannon, Leitrim, N41  E3c9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Spogji5bzrgkqie86
Carrick Road Medical Centre,"Lis Na Dara, Dundalk, Louth, A91  Htx3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Htx3
Carrigaholt Health Centre,"Rinemackaderrig, Carrigaholt, Clare, V15  Da21",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V15 Da21
Carrigaline Medical Practice,"Carrig House, Old Waterpark, Carrigaline, Cork, P43  Ea48",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 Ea48
Carrigallen Health Centre,"Clooncorick, Carrigallen, Leitrim, H12  K5n7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H12 K5n7
Carrigart Medical Practice,"Glengillagrana High, Carrigart, Letterkenny, Donegal, F92  H9rv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F92 H9rv
Carrig Clinic,"96 Heathervue, Greystones, Wicklow, A63  X659",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A63 X659
Carrigdean Medical Centre,"Togher Road, Togher, Cork, T12  Ac8v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Ac8v
Carrigdhoun Surgery,"Williamstown Road, Waterford City, Waterford, X91  Ck31",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Ck31
Carrig Medical Centre,"Station Road, Carrigaline, Cork, P43  Yn96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 Yn96
Carrigtwohill Clinic,"Carrigtwohill Shopping & Business Centre, Carrigtwohill, Cork, T45  W673",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 W673
Carr Medical Centre,"26 Frances Street, Kilrush, Clare, V15  Rd82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V15 Rd82
Carysfort Clinic,"11 Proby Square, Blackrock, Dublin, A94  Ad91",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Ad91
Cashel Medical Centre,"Feehan's Road, Cashel, Tipperary, E25  Rd21",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E25 Rd21
Castlebar Family Practice,"Bridge Lane, Castlebar, Mayo, F23  Ax67",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F23 Ax67
Castlecomer Medical Centre,"Barrack Street, Castlecomer, Kilkenny, R95  E516",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 E516
Castleconnell Medical Practice,"Castleconnell Health Centre, Castleconnell, Limerick, V94  Xr96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Xr96
Castle Gardens Surgery,"Castle Road, Kilkenny, Kilkenny, R95  Ay8r",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 Ay8r
Castlegregory Medical Centre,"Clossguire, Castlegregory, Kerry, V92  Kn90",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Kn90
Castleknock Medical Centre,"Auburn Drive, Castleknock, Dublin, D15  Wyh9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Wyh9
Castleknock Village Medical,"Medical Centre, Castleknock Square, Castleknock, Dublin, D15  P3vx",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 P3vx
Castlemeadow Family Practice,"Castlemeadow Court, Tirkeenan, Monaghan, H18  D682",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H18 D682
Castle Medical Centre,"Station Road, Castlebar, Mayo, F23  Px68",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F23 Px68
Castle Medical Centre,"Unit 4 Centrepoint, Liosban Industrial Estate, Tuam Road, Galway City, Galway, H91  Y61x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Y61x
Castle Medical Centre,"9 Bridge Street, Swords, Dublin, K67  Kx63",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 Kx63
Castlepollard Medical Practice,"Green Street, Castlepollard, Westmeath, N91  Pk68",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Pk68
Castlerea Medical Centre,"Barrack Street, Castlerea, Roscommon, F45  Pd68",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 Pd68
Castle Street Family Practice,"Castle Street, Roscommon Town, Roscommon, F42  P797",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F42 P797
Castle Street Medical Centre,"3 Castle Street, Carrick-On-Suir, Tipperary, E32  W026",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E32 W026
Castletown Clinic,"133/135 Castletown Road, Dundalk, Louth, A91  Vhr3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Vhr3
Castletown Geoghegan Health Centre,"Wood Side, Castletown Geoghegan, Westmeath, N91  Nx83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Nx83
Castletymon Surgery,"6 Castletymon Green, Tymon Road, Tallaght, Dublin, D24  X6y7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 X6y7
Castleview Medical Centre,"Kealgorm House, Killarney Road, Castleisland, Kerry, V92  Ay88",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Ay88
Catherine Street Medical Centre,"18 Catherine Street, Waterford City, Waterford, X91  W0ha",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 W0ha
Cavan Medical Practice,"113 College Street, Cavan Town, Cavan, H12  A9p2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H12 A9p2
Cedar House Surgery,"Cedar House, Ardkeen Shopping Centre, Dunmore Road, Waterford, X91  Xex8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Xex8
Cedarville Medical Centre,"34 Cedarville, Abbeyfeale, Limerick, V94  Ca4p",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ca4p
Centenary Medical Centre,"Centenary Square, Longford, Longford, N39  Tx33",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 Tx33
Central Park Medical,"Building 8 Vantage West, Central Park, Leopardstown, Dublin, D18  K5fv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 K5fv
Centric Health Ashbourne Clinic,"62 Declan’s Street, Killegland Walk, Ashbourne, Meath, A84  Ep40",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A84 Ep40
Centric Health Blessington Medical,"Blessington Business Park, Blessington, Wicklow, W91  F5x4",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Mfucrc8jhbnbabzc7
Centric Health Boroimhe Medical Centre,"Boroimhe Shopping Centre, Boroimhe, Swords, Dublin, K67  E9k0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 E9k0
Centric Health Carlow Medical,"The Primary Care Centre, The Atrium Shamrock Plaza, Carlow Town, Carlow, R93  Xr20",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 Xr20
Centric Health Celbridge Medical,"Maynooth Road, Celbridge, Kildare, W23  Yk24",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ppubfd7gn4abmzsta
Centric Health Churchtown Medical,"96/98 Churchtown Road Upper, Churchtown, Dublin, D14  Ew68",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 Ew68
Centric Health Citywest Medical,"Citywest Shopping Centre, Fortunes Walk, Saggart, Dublin, D24  K0yt",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 K0yt
Centric Health Dundalk,"Main Street, Blackrock, Louth, A91  Dx6k",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Dx6k
Centric Health Dundrum Medical,"Unit 1 Level 4, Dundrum Town Centre, Sandyford Road, Dublin, D16  Xc91",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 Xc91
Centric Health Hilltop Medical Practice,"Drogheda Retail And Leisure Centre, Rathmullan Road, Drogheda, Louth, A92  Kvp8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Kvp8
Centric Health Navan Road,"Navan Road Medical And Dental Centric Health, Navan Road, Dublin 7, Dublin, D07  K229",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Dgmyvyg8ljkndkxy8
Centric Health Old Bawn,"Old Bawn Shopping Centre, Old Bawn Road, Tallaght, Dublin, D24  Hxw3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Hxw3
Centric Health Raheny Medical,"Unit 7 Hilltop, Raheny Road Dublin 5, Raheny, Dublin, D05  F625",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 F625
Centric Health Sandyford Medical And Dental,"The Plaza, Beacon South Quarter, Sandyford, Dublin, D18  F729",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 F729
Centric Health St James Gate Medical Centre,"114-116 James's Street, The Liberties, Dublin, D08  Kxn8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Kxn8
Centric Health Village Medical Centre,"Unit 4 Village Centre, Watery Lane, Clondalkin, Dublin, D22  P3y8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 P3y8
Centric Virtual Clinic,"Rockfield Medical Campus, Balally, Dundrum, Dublin, D16  A6k5",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ou4g49dhehkcoxrw8
Chapel Hill Medical Centre,"Chapel Hill, Lucan, Dublin, K78  A9n9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K78 A9n9
Chapelizod Medical Centre,"Belgrove Park, Chapelizod, Dublin, D20  Kh70",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D20 Kh70
Chapel Lane Surgery,"3 Chapel Lane, Mallow, Cork, P51  Na03",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Na03
Charlesland Medical Centre,"The Charlesland Centre, Charlesland, Greystones, Wicklow, A63  X283",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A63 X283
Charlestown Medical Centre,"Charlestown Centre, Saint Margaret's Road, Charlestown, Dublin, D11  Kxc7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 Kxc7
Charleville Family Practice,"Rathgoggin, Charleville, Cork, P56  T863",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P56 T863
Charleville Primary Care Centre,"Rathgoggan South, Charleville, Cork, P56  Tp20",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Qabkkgyzstlyqzt5a
Charter Medical Group,"The Forge, Smithfield Market, Smithfield, Dublin 7, Dublin, D07  Vkp9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/9xzga9179ozbt97g7
Charter Medical Mullingar,"Charter Medical Private Hospital, Ballinderry, Mullingar, Westmeath, N91  Fe40",Location And Directions - Google Maps,Https://Maps.app.goo.gl/D7qjbv4lpwp28ldk8
Church Street Clinic,"Church Street, Wicklow Town, Wicklow, A67  Rh61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A67 Rh61
Church Street Medical Centre,"1st Floor 1-3 Church Street, Dundalk, Louth, A91  Rd2p",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Rd2p
Church Street Surgery,"Castletown House, 25/27 Church Street, Castleisland, Kerry, V92  Ew6d",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Ew6d
Churchtown Family Practice,"111d Beaumont Avenue, Churchtown, Dublin, D14  X5r5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 X5r5
Churchtown Medical Centre,"67 Churchtown Road Upper, Churchtown, Dublin, D14  Kr83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 Kr83
Cill Cais Family Practice,"Unit 2 Cill Cais, Clybaun Road, Knocknacarra, Galway, H91  T634",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 T634
City Clinic,"108/109 Amiens Street, Dublin, D01  A336",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D01 A336
City Medical Centre,"5 Lower Friars Walk, Ballyphehane, Cork, T12  P588",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 P588
Cityplus Gp Services,"Millbrook Medical Centre, New Road, Bandon, Cork, P72  D343",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P72 D343
City South Gp,"Douglas Road, Ballinlough, Cork, T12  D57t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 D57t
Claddagh Medical Centre,"The Crescent, Galway City, Galway, H91  Ea37",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Ea37
Claddagh Surgery,"Ballyfermot Road, Ballyfermot, Dublin, D10  C973",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Y34eythwpurgjvpg6
Clady Medical Centre,"1 Firview, Curraheen Road, Bishopstown, Cork, T12  Y86v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Y86v
Clane Medical Practice,"Marron Court, Main St, Clane, Kildare, W91  F903",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 F903
Clannad Medical Centre,"Unit 25/26 Kilbarrack Shopping Centre, Swan's Nest Road, Kilbarrack, Dublin, D05  H6y6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 H6y6
Clann Medical Centre (Anna Gullane),"Green View, Mountmellick Road, Portlaoise, Laois, R32  T298",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 T298
Clann Medical Practice,"Cross Lane, Drogheda, Louth, A92  Pp5x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Pp5x
Clara Medical Centre,"Main Street, Clara, Offaly, R35  Tx61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R35 Tx61
Clare Street Medical Centre,"26 Clare Street, Dublin, D02  Vx59",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Vx59
Clarina Medical Centre,"Carrigogunnel, Clarina, Limerick, V94  K3v7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 K3v7
